Class,image,x,y,w,h
25,00046.jpg,0.5006361323155216,0.5548780487804879,0.9300254452926209,0.7845528455284553
194,00047.jpg,0.370625,0.47791666666666666,0.63625,0.5425
177,00048.jpg,0.550430504305043,0.4805914972273567,0.7515375153751538,0.7060998151571165
173,00049.jpg,0.3290625,0.6776007497656982,0.450625,0.3373945641986879
42,00050.jpg,0.503448275862069,0.5368550368550369,0.9379310344827586,0.601965601965602
91,00051.jpg,0.50625,0.6729166666666667,0.884375,0.5916666666666667
148,00052.jpg,0.5030940594059405,0.5,0.9096534653465347,0.8632075471698113
15,00053.jpg,0.586,0.664,0.528,0.30933333333333335
97,00054.jpg,0.495625,0.6845833333333333,0.91875,0.4325
42,00055.jpg,0.5338709677419354,0.5900692840646651,0.8096774193548387,0.625866050808314
53,00056.jpg,0.504,0.5,0.88,0.6952380952380952
44,00057.jpg,0.5133333333333333,0.5793172690763052,0.5933333333333334,0.6044176706827309
65,00058.jpg,0.5134615384615384,0.5360824742268041,0.9423076923076923,0.711340206185567
90,00059.jpg,0.52734375,0.4635416666666667,0.8421875,0.5479166666666667
124,00060.jpg,0.5925,0.6483333333333333,0.54,0.49666666666666665
114,00061.jpg,0.4995112414467253,0.5536649214659686,0.9775171065493646,0.8350785340314136
190,00062.jpg,0.49333333333333335,0.5107142857142857,0.9022222222222223,0.8714285714285714
101,00063.jpg,0.5343992248062015,0.6311369509043928,0.7296511627906976,0.4095607235142119
187,00064.jpg,0.4990234375,0.4811197916666667,0.80859375,0.8606770833333334
8,00065.jpg,0.48,0.685595567867036,0.708,0.40166204986149584
17,00066.jpg,0.48455598455598453,0.422680412371134,0.7374517374517374,0.44329896907216493
111,00067.jpg,0.56484375,0.5427083333333333,0.7265625,0.7145833333333333
122,00068.jpg,0.4921875,0.4486301369863014,0.884375,0.7009132420091324
5,00069.jpg,0.510625,0.5337711069418386,0.66625,0.6022514071294559
29,00070.jpg,0.398125,0.5370833333333334,0.52125,0.5525
126,00071.jpg,0.5031104199066874,0.5098360655737705,0.9813374805598756,0.940983606557377
94,00072.jpg,0.49609375,0.6,0.8484375,0.5623529411764706
106,00073.jpg,0.5140625,0.5041666666666667,0.934375,0.9083333333333333
106,00074.jpg,0.5046875,0.4895833333333333,0.921875,0.8791666666666667
188,00075.jpg,0.5154545454545455,0.5716783216783217,0.8672727272727273,0.6258741258741258
59,00076.jpg,0.49333333333333335,0.516042780748663,0.9066666666666666,0.7433155080213903
110,00077.jpg,0.49648085585585583,0.47422201579191825,0.9788851351351351,0.9252206223873665
43,00078.jpg,0.50546875,0.5260416666666666,0.8984375,0.6854166666666667
133,00079.jpg,0.6093333333333333,0.5874200426439232,0.7786666666666666,0.6375266524520256
111,00080.jpg,0.52,0.53125,0.9066666666666666,0.875
8,00081.jpg,0.5,0.5415282392026578,0.9636363636363636,0.717607973421927
192,00082.jpg,0.515625,0.5479166666666667,0.834375,0.625
18,00083.jpg,0.5816666666666667,0.5622222222222222,0.7966666666666666,0.6977777777777778
116,00084.jpg,0.50546875,0.5635416666666667,0.9265625,0.8479166666666667
49,00085.jpg,0.503125,0.5020833333333333,0.959375,0.6708333333333333
145,00086.jpg,0.5116666666666667,0.6364130434782609,0.8646666666666667,0.6206521739130435
49,00087.jpg,0.5053533190578159,0.5363247863247863,0.9379014989293362,0.7649572649572649
170,00088.jpg,0.49074074074074076,0.4956275720164609,0.8495370370370371,0.8101851851851852
20,00089.jpg,0.513671875,0.5286458333333334,0.931640625,0.5494791666666666
114,00090.jpg,0.5016666666666667,0.5644444444444444,0.97,0.7466666666666667
165,00091.jpg,0.42421875,0.49583333333333335,0.6953125,0.7541666666666667
138,00092.jpg,0.49416666666666664,0.5266272189349113,0.6516666666666666,0.5562130177514792
175,00093.jpg,0.5109090909090909,0.5382513661202186,0.8545454545454545,0.4972677595628415
112,00094.jpg,0.510178117048346,0.5091649694501018,0.9720101781170484,0.7739307535641547
122,00095.jpg,0.516796875,0.5236572890025576,0.86171875,0.6099744245524297
104,00096.jpg,0.48125,0.5150943396226415,0.7675,0.5245283018867924
57,00097.jpg,0.5064102564102564,0.49137931034482757,0.9358974358974359,0.7413793103448276
51,00098.jpg,0.50234375,0.465962441314554,0.8015625,0.7582159624413145
37,00099.jpg,0.5029411764705882,0.5535248041775457,0.9,0.793733681462141
71,00100.jpg,0.49583333333333335,0.7430555555555556,0.9,0.4861111111111111
193,00101.jpg,0.4931640625,0.5084635416666666,0.849609375,0.9153645833333334
105,00102.jpg,0.515625,0.4888888888888889,0.61875,0.25555555555555554
61,00103.jpg,0.5421875,0.5083333333333333,0.81875,0.5708333333333333
74,00104.jpg,0.5010416666666667,0.5430555555555555,0.9979166666666667,0.6638888888888889
133,00105.jpg,0.5,0.5787760416666666,0.888671875,0.46484375
162,00106.jpg,0.5083333333333333,0.5244444444444445,0.5566666666666666,0.38222222222222224
131,00107.jpg,0.4945652173913043,0.4945054945054945,0.8152173913043478,0.8021978021978022
88,00108.jpg,0.5165094339622641,0.5471698113207547,0.9669811320754716,0.7547169811320755
121,00109.jpg,0.5135135135135135,0.4690721649484536,0.888030888030888,0.7938144329896907
180,00110.jpg,0.5083333333333333,0.4886934673366834,0.9533333333333334,0.9673366834170855
180,00111.jpg,0.506875,0.48778195488721804,0.88375,0.9530075187969925
137,00112.jpg,0.661,0.6003649635036497,0.398,0.4489051094890511
133,00113.jpg,0.38623046875,0.5351906158357771,0.5947265625,0.6363636363636364
71,00114.jpg,0.50234375,0.5504694835680751,0.9453125,0.7629107981220657
83,00115.jpg,0.5025,0.6235955056179775,0.875,0.5730337078651685
110,00116.jpg,0.5082697201017812,0.5294715447154471,0.6806615776081425,0.5711382113821138
42,00117.jpg,0.4960159362549801,0.5039164490861618,0.7689243027888446,0.7780678851174935
177,00118.jpg,0.5380952380952381,0.7702380952380953,0.8,0.42142857142857143
147,00119.jpg,0.5043859649122807,0.6481481481481481,0.7558479532163743,0.5750487329434698
161,00120.jpg,0.495,0.44333333333333336,0.96,0.6333333333333333
109,00121.jpg,0.41875,0.6229166666666667,0.684375,0.65
28,00122.jpg,0.5083333333333333,0.6075,0.5366666666666666,0.545
144,00123.jpg,0.5011904761904762,0.5838095238095238,0.8585714285714285,0.44634920634920633
53,00124.jpg,0.5,0.6214953271028038,0.9017543859649123,0.4205607476635514
29,00125.jpg,0.495361328125,0.6881510416666666,0.85888671875,0.3854166666666667
66,00126.jpg,0.51375,0.5722326454033771,0.9175,0.6829268292682927
79,00127.jpg,0.48870967741935484,0.5490956072351422,0.7548387096774194,0.5658914728682171
13,00128.jpg,0.5034246575342466,0.5501519756838906,0.6141552511415526,0.6261398176291794
136,00129.jpg,0.528830313014827,0.507183908045977,0.8929159802306426,0.5545977011494253
143,00130.jpg,0.4984375,0.5510416666666667,0.7,0.43125
171,00131.jpg,0.5927083333333333,0.46458333333333335,0.6125,0.3875
89,00132.jpg,0.5125,0.4864583333333333,0.715625,0.6479166666666667
135,00133.jpg,0.4552083333333333,0.675,0.8645833333333334,0.65
161,00134.jpg,0.4962962962962963,0.5,0.9851851851851852,0.9786096256684492
58,00135.jpg,0.4117647058823529,0.5978349673202614,0.8118872549019608,0.5951797385620915
122,00136.jpg,0.5,0.5111111111111111,0.86,0.7111111111111111
178,00137.jpg,0.4984375,0.5229166666666667,0.85625,0.6333333333333333
56,00138.jpg,0.4859375,0.5623215984776403,0.809375,0.588011417697431
184,00139.jpg,0.4375,0.6504672897196262,0.695,0.497196261682243
191,00140.jpg,0.54296875,0.5510416666666667,0.8921875,0.70625
40,00141.jpg,0.509375,0.5083333333333333,0.9645833333333333,0.42777777777777776
60,00142.jpg,0.5029296875,0.6830161054172768,0.853515625,0.48755490483162517
155,00143.jpg,0.47969924812030074,0.5396270396270396,0.7428571428571429,0.8414918414918415
71,00144.jpg,0.4915492957746479,0.4906015037593985,0.6112676056338028,0.5375939849624061
140,00145.jpg,0.43866666666666665,0.49093816631130066,0.6973333333333334,0.9051172707889126
42,00146.jpg,0.5,0.5030120481927711,0.9866666666666667,0.9457831325301205
76,00147.jpg,0.49428208386277,0.4638728323699422,0.9682337992376112,0.8583815028901735
187,00148.jpg,0.49375,0.47604166666666664,0.9125,0.6270833333333333
86,00149.jpg,0.48936170212765956,0.5027932960893855,0.7375886524822695,0.994413407821229
8,00150.jpg,0.49917763157894735,0.6513157894736842,0.962171052631579,0.39035087719298245
5,00151.jpg,0.5033333333333333,0.5137362637362637,0.9533333333333334,0.6208791208791209
47,00152.jpg,0.4142857142857143,0.5626865671641791,0.7555555555555555,0.7313432835820896
30,00153.jpg,0.49453125,0.5197916666666667,0.9703125,0.46458333333333335
18,00154.jpg,0.5025,0.6692307692307692,0.92,0.5307692307692308
149,00155.jpg,0.5190625,0.4683333333333333,0.943125,0.93
174,00156.jpg,0.466,0.4819277108433735,0.756,0.7108433734939759
138,00157.jpg,0.49072265625,0.5149739583333334,0.9189453125,0.69140625
179,00158.jpg,0.496484375,0.5635416666666667,0.87578125,0.6354166666666666
24,00159.jpg,0.50048828125,0.5423177083333334,0.9287109375,0.72265625
42,00160.jpg,0.528,0.4757142857142857,0.6912,0.6885714285714286
73,00161.jpg,0.50078125,0.4552083333333333,0.9640625,0.5645833333333333
176,00162.jpg,0.48833333333333334,0.5011111111111111,0.85,0.7088888888888889
1,00163.jpg,0.505,0.4876190476190476,0.8785714285714286,0.6552380952380953
37,00164.jpg,0.4864864864864865,0.5231958762886598,0.8725868725868726,0.7474226804123711
36,00165.jpg,0.517,0.6447963800904978,0.926,0.7013574660633484
108,00166.jpg,0.47877358490566035,0.4361111111111111,0.9386792452830188,0.4888888888888889
41,00167.jpg,0.509090909090909,0.5181818181818182,0.9318181818181818,0.84
40,00168.jpg,0.52734375,0.5052083333333334,0.7109375,0.6104166666666667
119,00169.jpg,0.5071428571428571,0.4951923076923077,0.9857142857142858,0.5673076923076923
119,00170.jpg,0.51796875,0.5458333333333333,0.8859375,0.7958333333333333
19,00171.jpg,0.505,0.5792349726775956,0.7366666666666667,0.6994535519125683
163,00172.jpg,0.499,0.6147540983606558,0.974,0.521311475409836
120,00173.jpg,0.5037735849056604,0.5062814070351759,0.909433962264151,0.7060301507537688
54,00174.jpg,0.5057915057915058,0.4845360824742268,0.9111969111969112,0.6701030927835051
116,00175.jpg,0.505,0.5834896810506567,0.8375,0.7166979362101313
66,00176.jpg,0.5126953125,0.4186197916666667,0.9375,0.6158854166666666
50,00177.jpg,0.5342857142857143,0.49693251533742333,0.7885714285714286,0.8588957055214724
122,00178.jpg,0.48333333333333334,0.5238095238095238,0.9333333333333333,0.7142857142857143
155,00179.jpg,0.50234375,0.575,0.8734375,0.6791666666666667
142,00180.jpg,0.5,0.5211640211640212,0.98,0.6190476190476191
68,00181.jpg,0.48681640625,0.65625,0.8095703125,0.6458333333333334
170,00182.jpg,0.509765625,0.5839017735334243,0.935546875,0.5511596180081856
161,00183.jpg,0.495,0.44666666666666666,0.97,0.7733333333333333
161,00184.jpg,0.4984375,0.4636150234741784,0.890625,0.687793427230047
133,00185.jpg,0.503125,0.49270833333333336,0.93125,0.8395833333333333
125,00186.jpg,0.4906015037593985,0.628140703517588,0.9360902255639098,0.5326633165829145
160,00187.jpg,0.50125,0.5591666666666667,0.9975,0.43833333333333335
93,00188.jpg,0.49453125,0.5427901524032825,0.95,0.7057444314185228
183,00189.jpg,0.46953125,0.45416666666666666,0.8828125,0.8458333333333333
45,00190.jpg,0.573828125,0.7036458333333333,0.83828125,0.540625
143,00191.jpg,0.522,0.5298507462686567,0.7,0.7398720682302772
189,00192.jpg,0.49333333333333335,0.5244444444444445,0.74,0.8355555555555556
48,00193.jpg,0.5234375,0.5403645833333334,0.88671875,0.8020833333333334
176,00194.jpg,0.54609375,0.7007672634271099,0.8,0.5652173913043478
77,00195.jpg,0.5079861111111111,0.5138888888888888,0.8076388888888889,0.4
190,00196.jpg,0.4866666666666667,0.5755555555555556,0.8,0.7422222222222222
110,00197.jpg,0.49907407407407406,0.5424311926605505,0.8240740740740741,0.6169724770642202
6,00198.jpg,0.5541666666666667,0.5311111111111111,0.805,0.5244444444444445
191,00199.jpg,0.44875,0.47208333333333335,0.70875,0.4475
16,00200.jpg,0.48676470588235293,0.4745098039215686,0.7970588235294118,0.5176470588235295
12,00201.jpg,0.50875,0.5025,0.9125,0.995
90,00202.jpg,0.4565625,0.47985004686035615,0.621875,0.5529522024367385
188,00203.jpg,0.5078125,0.55625,0.953125,0.590625
128,00204.jpg,0.49166666666666664,0.6272189349112426,0.91,0.5325443786982249
23,00205.jpg,0.50078125,0.5,0.9109375,0.6713615023474179
11,00206.jpg,0.52734375,0.6833333333333333,0.6890625,0.44166666666666665
93,00207.jpg,0.498936170212766,0.5067204301075269,0.8659574468085106,0.3736559139784946
8,00208.jpg,0.5132978723404256,0.7216312056737588,0.8882978723404256,0.3723404255319149
63,00209.jpg,0.5155,0.5787106446776612,0.915,0.7496251874062968
173,00210.jpg,0.50546875,0.46458333333333335,0.9859375,0.5958333333333333
176,00211.jpg,0.5008223684210527,0.5188916876574308,0.9654605263157895,0.801007556675063
72,00212.jpg,0.5057915057915058,0.45103092783505155,0.9498069498069498,0.6958762886597938
195,00213.jpg,0.49666666666666665,0.5622222222222222,0.7466666666666667,0.5733333333333334
114,00214.jpg,0.48095703125,0.4674479166666667,0.8251953125,0.7317708333333334
72,00215.jpg,0.5,0.4845360824742268,0.7065637065637066,0.4536082474226804
119,00216.jpg,0.5347222222222222,0.6157407407407407,0.7777777777777778,0.39814814814814814
18,00217.jpg,0.49921875,0.503125,0.8578125,0.84375
77,00218.jpg,0.47,0.565,0.745,0.5033333333333333
18,00219.jpg,0.5359375,0.4415041782729805,0.79375,0.8774373259052924
107,00220.jpg,0.4979166666666667,0.625,0.9291666666666667,0.6777777777777778
10,00221.jpg,0.506,0.48338368580060426,0.896,0.8398791540785498
196,00222.jpg,0.5112903225806451,0.5103092783505154,0.7354838709677419,0.7216494845360825
99,00223.jpg,0.341,0.6051051051051051,0.514,0.5195195195195195
88,00224.jpg,0.49,0.48,0.79,0.8266666666666667
121,00225.jpg,0.5193548387096775,0.5307017543859649,0.9526881720430107,0.7690058479532164
111,00226.jpg,0.47876447876447875,0.44072164948453607,0.6023166023166023,0.7268041237113402
61,00227.jpg,0.50703125,0.4791666666666667,0.9015625,0.6958333333333333
141,00228.jpg,0.5876556016597511,0.48600746268656714,0.6836099585062241,0.38992537313432835
136,00229.jpg,0.5019305019305019,0.4742268041237113,0.9652509652509652,0.4742268041237113
183,00230.jpg,0.5291970802919708,0.5441441441441441,0.9378210327115437,0.6976576576576576
106,00231.jpg,0.53046875,0.503125,0.8328125,0.5520833333333334
84,00232.jpg,0.4658333333333333,0.5529279279279279,0.8816666666666667,0.6103603603603603
194,00233.jpg,0.5534375,0.5037488284910965,0.761875,0.7750702905342081
132,00234.jpg,0.43550531914893614,0.659,0.7393617021276596,0.59
111,00235.jpg,0.475,0.4864583333333333,0.765625,0.7104166666666667
7,00236.jpg,0.49166666666666664,0.6244444444444445,0.92,0.6355555555555555
65,00237.jpg,0.50875,0.4583333333333333,0.9625,0.85
26,00238.jpg,0.575,0.5476190476190477,0.6066666666666667,0.6390977443609023
16,00239.jpg,0.5,0.49226804123711343,0.9691119691119691,0.788659793814433
138,00240.jpg,0.49333333333333335,0.5133333333333333,0.6866666666666666,0.49333333333333335
170,00241.jpg,0.50927734375,0.5,0.9560546875,0.8463541666666666
102,00242.jpg,0.5053571428571428,0.5238095238095238,0.9392857142857143,0.5428571428571428
168,00243.jpg,0.6646666666666666,0.6865671641791045,0.6093333333333333,0.40085287846481876
7,00244.jpg,0.5208333333333334,0.5888888888888889,0.9541666666666667,0.6611111111111111
61,00245.jpg,0.5017985611510791,0.5247349823321554,0.9244604316546763,0.6325088339222615
167,00246.jpg,0.500390625,0.6162109375,0.99921875,0.61328125
137,00247.jpg,0.49833333333333335,0.549074074074074,0.8922222222222222,0.6351851851851852
177,00248.jpg,0.47058823529411764,0.6224719101123596,0.7663865546218488,0.4943820224719101
153,00249.jpg,0.49765625,0.6302083333333334,0.9765625,0.6145833333333334
190,00250.jpg,0.49613899613899615,0.5695876288659794,0.9073359073359073,0.7783505154639175
167,00251.jpg,0.546875,0.49407679738562094,0.7408088235294118,0.6074346405228758
105,00252.jpg,0.5272727272727272,0.5683060109289617,0.7854545454545454,0.5901639344262295
50,00253.jpg,0.4921875,0.4583333333333333,0.825,0.4791666666666667
131,00254.jpg,0.5283333333333333,0.4720496894409938,0.9166666666666666,0.8074534161490683
6,00255.jpg,0.4823008849557522,0.5616113744075829,0.8912768647281921,0.7535545023696683
21,00256.jpg,0.4366125760649087,0.6019900497512438,0.7008113590263692,0.49087893864013266
31,00257.jpg,0.5,0.4947916666666667,0.928125,0.38125
51,00258.jpg,0.5038610038610039,0.6494845360824743,0.7451737451737451,0.41237113402061853
187,00259.jpg,0.4994212962962963,0.5614711934156379,0.9409722222222222,0.8616255144032922
134,00260.jpg,0.5041666666666667,0.5608108108108109,0.9305555555555556,0.48841698841698844
16,00261.jpg,0.5125,0.5576208178438662,0.865,0.5278810408921933
103,00262.jpg,0.561328790459966,0.5434782608695652,0.5843270868824532,0.4117647058823529
40,00263.jpg,0.4081908190819082,0.6567567567567567,0.4977497749774977,0.5054054054054054
69,00264.jpg,0.514,0.49466666666666664,0.86,0.6053333333333333
55,00265.jpg,0.5025,0.5056390977443609,0.93,0.4548872180451128
17,00266.jpg,0.505,0.71,0.955,0.42
46,00267.jpg,0.50390625,0.5964705882352941,0.9296875,0.5670588235294117
74,00268.jpg,0.50390625,0.5293427230046949,0.8546875,0.8098591549295775
185,00269.jpg,0.4953125,0.6072916666666667,0.9,0.41458333333333336
122,00270.jpg,0.496,0.5714285714285714,0.912,0.5178571428571429
174,00271.jpg,0.5277777777777778,0.47685185185185186,0.9027777777777778,0.5277777777777778
100,00272.jpg,0.49833333333333335,0.4954682779456193,0.97,0.9848942598187311
69,00273.jpg,0.515625,0.5361111111111111,0.8770833333333333,0.7111111111111111
20,00274.jpg,0.466,0.5673652694610778,0.808,0.7215568862275449
130,00275.jpg,0.55,0.7213333333333334,0.55,0.4666666666666667
132,00276.jpg,0.471875,0.471875,0.709375,0.55625
173,00277.jpg,0.4873046875,0.5247395833333334,0.833984375,0.546875
156,00278.jpg,0.4864864864864865,0.44587628865979384,0.9652509652509652,0.5
47,00279.jpg,0.4939236111111111,0.4659090909090909,0.9322916666666666,0.7556818181818182
107,00280.jpg,0.4943820224719101,0.5529100529100529,0.9662921348314607,0.7566137566137566
151,00281.jpg,0.5119250425894378,0.7461538461538462,0.29471890971039183,0.26153846153846155
61,00282.jpg,0.5,0.6291666666666667,0.9166666666666666,0.7194444444444444
105,00283.jpg,0.49363867684478374,0.540650406504065,0.7022900763358778,0.3089430894308943
94,00284.jpg,0.48388671875,0.46875,0.8720703125,0.6744791666666666
194,00285.jpg,0.50078125,0.521311475409836,0.9796875,0.9114754098360656
195,00286.jpg,0.43212890625,0.5572916666666666,0.6376953125,0.7421875
91,00287.jpg,0.51640625,0.53125,0.9453125,0.4395833333333333
189,00288.jpg,0.53,0.5897435897435898,0.66,0.5897435897435898
15,00289.jpg,0.59125,0.5834896810506567,0.67,0.4277673545966229
140,00290.jpg,0.43,0.5037593984962406,0.69,0.8947368421052632
142,00291.jpg,0.5,0.515,0.91,0.54
10,00292.jpg,0.4890625,0.54,0.7010416666666667,0.5933333333333334
104,00293.jpg,0.48,0.4614512471655329,0.912,0.800453514739229
48,00294.jpg,0.5,0.5489583333333333,0.965625,0.5104166666666666
50,00295.jpg,0.5265625,0.5697916666666667,0.584375,0.6645833333333333
120,00296.jpg,0.496875,0.5947916666666667,0.9375,0.7104166666666667
87,00297.jpg,0.54296875,0.6375,0.9109375,0.6208333333333333
177,00298.jpg,0.5024449877750611,0.5756457564575646,0.7652811735941321,0.6568265682656826
147,00299.jpg,0.4912109375,0.505859375,0.935546875,0.83984375
169,00300.jpg,0.50537109375,0.517578125,0.9306640625,0.7669270833333334
121,00301.jpg,0.49833333333333335,0.46680497925311204,0.65,0.6348547717842323
19,00302.jpg,0.495,0.5502645502645502,0.9833333333333333,0.708994708994709
31,00303.jpg,0.505,0.5333333333333333,0.97,0.6488888888888888
156,00304.jpg,0.4715909090909091,0.5157068062827225,0.8371212121212122,0.7277486910994765
143,00305.jpg,0.515,0.5335820895522388,0.66,0.753731343283582
83,00306.jpg,0.48359375,0.6052083333333333,0.8515625,0.6895833333333333
58,00307.jpg,0.53046875,0.4984375,0.79375,0.865625
6,00308.jpg,0.494375,0.5770833333333333,0.94875,0.5875
127,00309.jpg,0.49921875,0.4791666666666667,0.8421875,0.45
131,00310.jpg,0.5224056603773585,0.5027777777777778,0.875,0.7666666666666667
15,00311.jpg,0.5017857142857143,0.5303571428571429,0.9964285714285714,0.5678571428571428
73,00312.jpg,0.53125,0.565625,0.896875,0.8020833333333334
24,00313.jpg,0.49,0.49850299401197606,0.928,0.7335329341317365
87,00314.jpg,0.50625,0.5270833333333333,0.909375,0.7583333333333333
170,00315.jpg,0.49952380952380954,0.5357142857142857,0.4704761904761905,0.6702741702741702
123,00316.jpg,0.4897260273972603,0.4595238095238095,0.910958904109589,0.6428571428571429
158,00317.jpg,0.5033333333333333,0.5580357142857143,0.9933333333333333,0.6875
11,00318.jpg,0.4144,0.6430288461538461,0.5952,0.5216346153846154
47,00319.jpg,0.5234782608695652,0.4756380510440835,0.9147826086956522,0.91415313225058
7,00320.jpg,0.4688715953307393,0.49833333333333335,0.77431906614786,0.8833333333333333
94,00321.jpg,0.49609375,0.4791666666666667,0.8609375,0.6958333333333333
75,00322.jpg,0.4970703125,0.638671875,0.9765625,0.4856770833333333
182,00323.jpg,0.495625,0.6324626865671642,0.58875,0.2835820895522388
186,00324.jpg,0.5095238095238095,0.5687022900763359,0.8761904761904762,0.7404580152671756
128,00325.jpg,0.495,0.4075,0.91,0.605
193,00326.jpg,0.5122222222222222,0.5306513409961686,0.8955555555555555,0.8467432950191571
180,00327.jpg,0.49818181818181817,0.41530054644808745,0.9890909090909091,0.7978142076502732
62,00328.jpg,0.475,0.5653266331658291,0.6766666666666666,0.6381909547738693
114,00329.jpg,0.4785714285714286,0.58,0.9285714285714286,0.74
166,00330.jpg,0.501,0.5960960960960962,0.33,0.6396396396396397
181,00331.jpg,0.4859375,0.49166666666666664,0.890625,0.6458333333333334
101,00332.jpg,0.3575757575757576,0.8118686868686869,0.48484848484848486,0.37626262626262624
103,00333.jpg,0.502,0.6016949152542372,0.884,0.5819209039548022
22,00334.jpg,0.5493055555555556,0.6633333333333333,0.85,0.66
125,00335.jpg,0.5,0.5335051546391752,0.8223938223938224,0.7474226804123711
112,00336.jpg,0.540625,0.7375,0.759375,0.3675925925925926
38,00337.jpg,0.5227272727272727,0.49320652173913043,0.8818181818181818,0.6875
106,00338.jpg,0.4739583333333333,0.6791666666666667,0.8895833333333333,0.6416666666666667
56,00339.jpg,0.4945652173913043,0.4890710382513661,0.7065217391304348,0.9234972677595629
9,00340.jpg,0.5225,0.562807881773399,0.5816666666666667,0.3768472906403941
67,00341.jpg,0.505859375,0.47265625,0.890625,0.6432291666666666
169,00342.jpg,0.5190476190476191,0.6670190274841438,0.5555555555555556,0.5095137420718816
147,00343.jpg,0.514375,0.45,0.87125,0.78
145,00344.jpg,0.50375,0.4245810055865922,0.9175,0.6294227188081937
113,00345.jpg,0.5019305019305019,0.5335051546391752,0.803088803088803,0.9329896907216495
63,00346.jpg,0.49649064171123,0.4841033283656234,0.9181149732620321,0.9473422752111277
145,00347.jpg,0.49169921875,0.5735677083333334,0.7880859375,0.65234375
55,00348.jpg,0.4962962962962963,0.5508474576271186,0.9407407407407408,0.7016949152542373
89,00349.jpg,0.499,0.5099734042553191,0.914,0.8018617021276596
86,00350.jpg,0.5096525096525096,0.5412371134020618,0.888030888030888,0.5463917525773195
42,00351.jpg,0.467,0.6433021806853583,0.882,0.6137071651090342
143,00352.jpg,0.5625,0.3888888888888889,0.6791666666666667,0.5555555555555556
117,00353.jpg,0.502,0.5592948717948718,0.992,0.7339743589743589
57,00354.jpg,0.501953125,0.5897810218978102,0.91796875,0.5605839416058395
170,00355.jpg,0.50732421875,0.5,0.9599609375,0.7578125
